price,bedroom,bathroom,sq_ft,aircorn,pcode,tsp_en,tsp_mm,floor,overhead_tank,parquet,tiles,price_sqft
450,0,1,625,0,MMR013042,Mayangone,မရမ်းကုန်း,1,False,False,False,72000
450,0,1,1026,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,6,True,False,False,43859.649122807
450,0,1,972,0,MMR013018,Dagon Myothit (South),ဒဂုံမြို့သစ်တောင်ပိုင်း,6,False,False,False,46296.2962962963
450,0,1,1350,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,6,True,False,True,33333.3333333333
450,0,1,969,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,4,False,False,True,46439.6284829721
450,1,1,972,0,MMR013001,Insein,အင်းစိန်,3,True,False,False,46296.2962962963
450,0,1,972,0,MMR013001,Insein,အင်းစိန်,3,True,False,False,46296.2962962963
450,0,1,575,0,MMR013014,Dawbon,ဒေါပုံ,0,False,False,False,78260.8695652174
450,1,1,649,0,MMR013040,Hlaing,လှိုင်,,False,True,False,69337.4422187982
450,1,1,625,0,MMR013014,Dawbon,ဒေါပုံ,0,False,False,False,72000
450,0,1,960,0,MMR013038,Kyeemyindaing,ကြည့်မြင်တိုင်,5,,,,46875
450,1,1,900,0,MMR013022,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,4,False,False,False,50000
450,1,1,770,1,MMR013040,Hlaing,လှိုင်,4,,,,58441.5584415584
450,2,1,880,0,MMR013015,Tamwe,တာမွေ,5,,,,51136.3636363636
450,2,1,972,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,6,False,True,False,46296.2962962963
450,0,1,625,0,MMR013042,Mayangone,မရမ်းကုန်း,0,False,False,True,72000
450,1,1,675,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,0,False,True,True,66666.6666666667
450,0,1,825,1,MMR013015,Tamwe,တာမွေ,1,False,False,True,54545.4545454545
450,1,1,770,1,MMR013040,Hlaing,လှိုင်,4,,,,58441.5584415584
450,0,1,825,0,MMR013015,Tamwe,တာမွေ,1,False,False,False,54545.4545454545
450,2,1,1026,2,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,4,False,True,False,43859.649122807
450,0,1,972,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,6,False,False,False,46296.2962962963
450,0,1,972,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,6,False,False,False,46296.2962962963
450,2,1,1080,0,MMR013015,Tamwe,တာမွေ,7,False,True,False,41666.6666666667
450,2,1,972,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,5,False,False,True,46296.2962962963
450,2,1,1250,0,MMR013038,Kyeemyindaing,ကြည့်မြင်တိုင်,7,False,True,True,36000
450,0,1,600,0,MMR013041,Kamaryut,ကမာရွတ်,1,False,False,True,75000
450,2,2,976,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,5,False,False,True,46106.5573770492
450,1,1,750,1,MMR013015,Tamwe,တာမွေ,1,False,True,True,60000
450,1,1,750,1,MMR013015,Tamwe,တာမွေ,1,False,True,True,60000
450,1,1,765,1,MMR013041,Kamaryut,ကမာရွတ်,5,False,True,False,58823.5294117647
450,0,1,600,0,MMR013022,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,5,,,,75000
450,0,1,976,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,5,False,False,True,46106.5573770492
450,0,1,700,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,1,False,False,False,64285.7142857143
450,1,0,770,0,MMR013040,Hlaing,လှိုင်,5,,,,58441.5584415584
450,0,1,600,0,MMR013041,Kamaryut,ကမာရွတ်,1,False,False,False,75000
450,0,1,640,0,MMR013042,Mayangone,မရမ်းကုန်း,0,False,False,False,70312.5
450,0,1,976,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,6,False,False,True,46106.5573770492
450,0,1,972,0,MMR013019,Dagon Myothit (North),ဒဂုံမြို့သစ်မြောက်ပိုင်း,3,False,False,False,46296.2962962963
450,0,1,900,0,MMR013015,Tamwe,တာမွေ,5,False,False,False,50000
450,0,1,976,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,5,False,False,False,46106.5573770492
450,1,1,650,1,MMR013035,Lanmadaw,လမ်းမတော်,7,False,True,False,69230.7692307692
450,0,1,625,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,1,False,False,False,72000
450,2,1,750,0,MMR013041,Kamaryut,ကမာရွတ်,2,,,,60000
450,0,1,700,0,MMR013040,Hlaing,လှိုင်,1,False,False,False,64285.7142857143
450,0,0,990,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,2,False,False,False,45454.5454545455
450,2,1,990,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,,False,False,True,45454.5454545455
450,1,1,600,2,MMR013037,Ahlone,အလုံ,5,False,False,True,75000
450,0,0,600,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,0,,,,75000
450,0,0,625,0,MMR013022,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,,,,,72000
450,0,0,800,0,MMR013044,Bahan,ဗဟန်း,5,False,False,False,56250
450,2,1,875,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,1,,,,51428.5714285714
450,0,1,650,0,MMR013037,Ahlone,အလုံ,4,False,False,False,69230.7692307692
450,0,1,1080,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,4,False,False,False,41666.6666666667
450,0,1,976,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,1,False,False,True,46106.5573770492
450,1,1,750,0,MMR013039,Sanchaung,စမ်းချောင်း,3,False,False,False,60000
450,0,1,1045,0,MMR013013,Thaketa,သာကေတ,1,False,False,True,43062.2009569378
450,0,0,972,0,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,1,,,,46296.2962962963
450,0,1,972,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,1,False,False,False,46296.2962962963
450,0,1,1026,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,5,False,False,False,43859.649122807
450,0,1,972,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,4,True,False,False,46296.2962962963
450,0,1,990,0,MMR013010,Yankin,ရန်ကင်း,6,True,False,False,45454.5454545455
450,0,0,1100,0,MMR013001,Insein,အင်းစိန်,1,,,,40909.0909090909
450,2,1,972,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,2,False,True,False,46296.2962962963
450,0,1,1200,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,3,False,False,False,37500
450,0,1,1026,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,4,False,False,False,43859.649122807
450,0,1,1050,0,MMR013042,Mayangone,မရမ်းကုန်း,1,True,False,False,42857.1428571429
450,0,0,972,0,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,1,,,,46296.2962962963
450,1,1,750,0,MMR013015,Tamwe,တာမွေ,1,,,,60000
450,0,0,972,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,,,,,46296.2962962963
450,2,1,812,3,MMR013001,Insein,အင်းစိန်,3,False,False,True,55418.7192118227
450,2,1,715,1,MMR013015,Tamwe,တာမွေ,4,False,True,False,62937.0629370629
450,2,1,1050,0,MMR013015,Tamwe,တာမွေ,7,False,False,False,42857.1428571429
450,0,1,800,0,MMR013044,Bahan,ဗဟန်း,4,False,False,False,56250
450,0,0,625,0,MMR013041,Kamaryut,ကမာရွတ်,1,,,,72000
450,0,1,715,1,MMR013015,Tamwe,တာမွေ,2,False,True,False,62937.0629370629
450,0,1,750,0,MMR013015,Tamwe,တာမွေ,5,False,False,True,60000
450,0,1,770,0,MMR013015,Tamwe,တာမွေ,3,False,True,False,58441.5584415584
450,0,1,770,0,MMR013015,Tamwe,တာမွေ,3,False,True,False,58441.5584415584
450,1,1,960,0,MMR013015,Tamwe,တာမွေ,6,False,True,False,46875
450,1,1,700,1,MMR013039,Sanchaung,စမ်းချောင်း,3,False,True,False,64285.7142857143
450,1,1,825,1,MMR013015,Tamwe,တာမွေ,1,False,True,False,54545.4545454545
450,1,1,743,0,MMR013015,Tamwe,တာမွေ,4,False,True,False,60565.2759084791
450,0,1,625,0,MMR013041,Kamaryut,ကမာရွတ်,4,False,False,False,72000
450,0,1,688,0,MMR013022,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,3,False,False,False,65406.976744186
450,2,1,990,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,1,False,True,True,45454.5454545455
450,0,1,800,0,MMR013040,Hlaing,လှိုင်,0,False,False,False,56250
450,0,1,625,0,MMR013040,Hlaing,လှိုင်,1,False,False,False,72000
450,1,0,625,0,MMR013038,Kyeemyindaing,ကြည့်မြင်တိုင်,,False,False,False,72000
450,0,0,625,0,MMR013038,Kyeemyindaing,ကြည့်မြင်တိုင်,3,False,True,False,72000
450,0,1,675,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,0,False,False,False,66666.6666666667
450,0,1,588,0,MMR013040,Hlaing,လှိုင်,0,False,False,False,76530.612244898
450,0,1,1250,0,MMR013040,Hlaing,လှိုင်,1,False,False,False,36000
450,0,1,1250,0,MMR013040,Hlaing,လှိုင်,1,False,False,False,36000
450,0,1,976,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,3,False,False,True,46106.5573770492
450,0,1,972,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,3,False,False,False,46296.2962962963
450,1,1,825,1,MMR013015,Tamwe,တာမွေ,1,False,True,False,54545.4545454545
450,0,1,972,0,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,3,False,False,False,46296.2962962963
455,1,1,728,2,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,2,False,True,True,62500
455,1,1,728,2,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,3,False,True,True,62500
460,1,2,976,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,3,False,True,True,47131.1475409836
460,0,1,900,0,MMR013013,Thaketa,သာကေတ,4,,,,51111.1111111111
460,0,1,750,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,1,False,False,False,61333.3333333333
460,0,1,750,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,1,False,False,True,61333.3333333333
460,1,1,600,0,MMR013038,Kyeemyindaing,ကြည့်မြင်တိုင်,3,False,True,False,76666.6666666667
460,1,2,972,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,2,False,True,False,47325.1028806584
460,1,2,972,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,2,False,True,False,47325.1028806584
460,2,1,1026,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,5,False,True,False,44834.3079922027
460,2,1,1026,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,5,False,True,False,44834.3079922027
460,1,1,625,0,MMR013039,Sanchaung,စမ်းချောင်း,1,False,True,True,73600
460,0,1,552,0,MMR013015,Tamwe,တာမွေ,4,False,False,True,83333.3333333333
460,0,1,600,0,MMR013039,Sanchaung,စမ်းချောင်း,2,False,False,False,76666.6666666667
460,1,2,976,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,3,False,True,True,47131.1475409836
460,0,1,800,0,MMR013044,Bahan,ဗဟန်း,1,False,False,False,57500
460,0,1,750,0,MMR013039,Sanchaung,စမ်းချောင်း,2,False,False,False,61333.3333333333
460,0,1,972,0,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,2,,,,47325.1028806584
460,2,1,990,0,MMR013013,Thaketa,သာကေတ,2,,,,46464.6464646465
